eco	name	pgn	uci_moves	games	parents	fen	ply	player_white	player_black	player_white_with_children	player_black_with_children	player_total	player_total_with_children	all_pct	player_pct	player_pct_with_children	white_pct	white_pct_with_children	black_pct	black_pct_with_children	ratio_white	ratio_black	popularity_rank
A40	Modern Defense: Lizard Defense, Pirc-Diemer Gambit	1. d4 g6 2. h4 Nf6 3. h5	['d2d4', 'g7g6', 'h2h4', 'g8f6', 'h4h5']	16404	"[""Queen's Pawn Game"", ""Queen's Pawn Game: Modern Defense""]"	rnbqkb1r/pppppp1p/5np1/7P/3P4/8/PPP1PPP1/RNBQKBNR b KQkq - 0 3	5	0	0	0	0	0	0	1.105000646224977e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2244
A83	Dutch Defense: Staunton Gambit, Lasker Variation	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5 g6 5. f3	['d2d4', 'f7f5', 'e2e4', 'f5e4', 'b1c3', 'g8f6', 'c1g5', 'g7g6', 'f2f3']	16269	"[""Queen's Pawn Game"", 'Dutch Defense', 'Dutch Defense: Staunton Gambit', 'Dutch Defense: Staunton Gambit Accepted']"	rnbqkb1r/ppppp2p/5np1/6B1/3Pp3/2N2P2/PPP3PP/R2QKBNR b KQkq - 0 5	9	0	0	0	0	0	0	1.0959068223259054e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2245
C30	King's Gambit Declined: Panteldakis Countergambit, Shirazi Line	1. e4 e5 2. f4 f5 3. exf5 exf4 4. Qh5+ Ke7	['e2e4', 'e7e5', 'f2f4', 'f7f5', 'e4f5', 'e5f4', 'd1h5', 'e8e7']	16254	"[""King's Pawn Game"", ""King's Gambit"", ""King's Gambit Declined: Panteldakis Countergambit""]"	rnbq1bnr/ppppk1pp/8/5P1Q/5p2/8/PPPP2PP/RNB1KBNR w KQ - 2 5	8	0	0	0	0	0	0	1.0948963974482308e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2246
C12	French Defense: MacCutcheon Variation, Dr. Olland Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bc1	['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'f8b4', 'e4e5', 'h7h6', 'g5c1']	16180	"[""King's Pawn Game"", 'French Defense', 'French Defense: Normal Variation', 'French Defense: Paulsen Variation', 'French Defense: Classical Variation', 'French Defense: Burn Variation', 'French Defense: MacCutcheon Variation', 'French Defense: MacCutcheon Variation, Advance Variation']"	rnbqk2r/ppp2pp1/4pn1p/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 6	11	0	0	0	0	0	0	1.0899116347183693e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2247
D20	Queen's Gambit Accepted: Linares Variation	1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 Nf6 5. Nc3 b5	['d2d4', 'd7d5', 'c2c4', 'd5c4', 'e2e4', 'c7c5', 'd4d5', 'g8f6', 'b1c3', 'b7b5']	16106	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Accepted"", ""Queen's Gambit Accepted: Saduleto Variation"", ""Queen's Gambit Accepted: Central Variation, Rubinstein Defense""]"	rnbqkb1r/p3pppp/5n2/1ppP4/2p1P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6	10	0	0	0	0	0	0	1.0849268719885077e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2248
C41	Philidor Defense: Lion Variation, Delayed Bishop Sacrifice	1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. Nf3 e5 5. Bc4 Be7 6. dxe5 dxe5 7. Bxf7+	['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'b8d7', 'g1f3', 'e7e5', 'f1c4', 'f8e7', 'd4e5', 'd6e5', 'c4f7']	16073	"[""King's Pawn Game"", 'Pirc Defense']"	r1bqk2r/pppnbBpp/5n2/4p3/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 7	13	0	0	0	0	0	0	1.0827039372576236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2249
B01	Scandinavian Defense: Zilbermints Gambit	1. e4 d5 2. b4	['e2e4', 'd7d5', 'b2b4']	16062	"[""King's Pawn Game"", 'Scandinavian Defense']"	rnbqkbnr/ppp1pppp/8/3p4/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq - 0 2	3	0	0	0	0	0	0	1.0819629590139955e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2250
E17	Queen's Indian Defense: Euwe Variation	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. b3	['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'g2g3', 'c8b7', 'f1g2', 'f8e7', 'e1g1', 'e8g8', 'b2b3']	16045	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: Anti-Nimzo-Indian', ""Queen's Indian Defense"", ""Queen's Indian Defense: Fianchetto Variation"", ""Queen's Indian Defense: Fianchetto Traditional"", ""Queen's Indian Defense: Classical Variation"", ""Queen's Indian Defense: Traditional Variation""]"	rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - - 0 7	13	0	0	0	0	0	0	1.0808178108192976e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2251
E99	King's Indian Defense: Orthodox Variation, Classical System, Benko Attack	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. Ne1 Nd7 10. f3 f5 11. g4	['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'g1f3', 'e8g8', 'f1e2', 'e7e5', 'e1g1', 'b8c6', 'd4d5', 'c6e7', 'f3e1', 'f6d7', 'f2f3', 'f7f5', 'g2g4']	15965	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: West Indian Defense', ""King's Indian Defense"", ""King's Indian Defense: Normal Variation"", ""King's Indian Defense: Normal Variation, Rare Defenses"", ""King's Indian Defense: Orthodox Variation"", ""King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"", ""King's Indian Defense: Orthodox Variation, Classical System"", ""King's Indian Defense: Orthodox Variation, Classical System, Traditional Line""]"	r1bq1rk1/pppnn1bp/3p2p1/3Ppp2/2P1P1P1/2N2P2/PP2B2P/R1BQNRK1 b - - 0 11	21	0	0	0	0	0	0	1.0754288781383663e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252
A25	English Opening: King's English Variation, Bremen-Hort Variation	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6	['c2c4', 'e7e5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'e2e3', 'd7d6', 'g1e2', 'c8e6']	15924	"['English Opening', ""English Opening: King's English Variation"", ""English Opening: King's English Variation, Reversed Sicilian"", ""English Opening: King's English Variation, Reversed Closed Sicilian"", ""English Opening: King's English Variation, Taimanov Variation""]"	r2qk1nr/ppp2pbp/2npb1p1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 2 7	12	0	0	0	0	0	0	1.0726670501393888e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2253
E10	Blumenfeld Countergambit: Dus-Khotimirsky Variation	1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. Bg5	['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'c7c5', 'd4d5', 'b7b5', 'c1g5']	15922	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: Anti-Nimzo-Indian', 'Blumenfeld Countergambit']"	rnbqkb1r/p2p1ppp/4pn2/1ppP2B1/2P5/5N2/PP2PPPP/RN1QKB1R b KQkq - 1 5	9	0	0	0	0	0	0	1.0725323268223657e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2254
A00	Amar Opening: Paris Gambit	1. Nh3 d5 2. g3 e5 3. f4	['g1h3', 'd7d5', 'g2g3', 'e7e5', 'f2f4']	15845	['Amar Opening']	rnbqkbnr/ppp2ppp/8/3pp3/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq - 0 3	5	0	0	0	0	0	0	1.0673454791169692e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2255
B71	Sicilian Defense: Dragon Variation, Levenfish Variation, Main Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. f4 Nbd7	['e2e4', 'c7c5', 'g1f3', 'd7d6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'g7g6', 'f2f4', 'b8d7']	15658	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Modern Variations', 'Sicilian Defense: Modern Variations, Main Line', 'Sicilian Defense: Dragon Variation', 'Sicilian Defense: Dragon Variation, Levenfish Variation']"	r1bqkb1r/pp1npp1p/3p1np1/8/3NPP2/2N5/PPP3PP/R1BQKB1R w KQkq - 1 7	12	0	0	0	0	0	0	1.0547488489752922e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2256
B12	Caro-Kann Defense: Massachusetts Defense	1. e4 c6 2. d4 f5	['e2e4', 'c7c6', 'd2d4', 'f7f5']	15642	"[""King's Pawn Game"", 'Caro-Kann Defense']"	rnbqkbnr/pp1pp1pp/2p5/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3	4	0	0	0	0	0	0	1.0536710624391057e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2257
C60	Ruy Lopez: Brentano Gambit	1. e4 e5 2. Nf3 Nc6 3. Bb5 g5	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g5']	15590	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Ruy Lopez']"	r1bqkbnr/pppp1p1p/2n5/1B2p1p1/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4	6	0	0	0	0	0	0	1.0501682561965004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2258
A48	Torre Attack: Fianchetto Defense, Euwe Variation	1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. Nbd2 c5	['d2d4', 'g8f6', 'g1f3', 'g7g6', 'c1g5', 'f8g7', 'b1d2', 'c7c5']	15337	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Knights Variation', 'East Indian Defense', 'Torre Attack: Fianchetto Defense']"	rnbqk2r/pp1pppbp/5np1/2p3B1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq - 0 5	8	0	0	0	0	0	0	1.033125756593055e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2259
B01	Scandinavian Defense: Portuguese Gambit, Jadoul Variation	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. c4	['e2e4', 'd7d5', 'e4d5', 'g8f6', 'd2d4', 'c8g4', 'f2f3', 'g4f5', 'f1b5', 'b8d7', 'c2c4']	15193	"[""King's Pawn Game"", 'Scandinavian Defense', 'Scandinavian Defense: Modern Variation', 'Scandinavian Defense: Portuguese Gambit']"	r2qkb1r/pppnpppp/5n2/1B1P1b2/2PP4/5P2/PP4PP/RNBQK1NR b KQkq - 0 6	11	0	0	0	0	0	0	1.0234256777673785e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2260
A53	Old Indian Defense: Janowski Variation, Grinberg Gambit	1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. e4	['d2d4', 'g8f6', 'c2c4', 'd7d6', 'b1c3', 'c8f5', 'e2e4']	15175	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Old Indian Defense: Janowski Variation']"	rn1qkb1r/ppp1pppp/3p1n2/5b2/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4	7	0	0	0	0	0	0	1.022213167914169e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2261
A51	Indian Defense: Budapest Defense, Fajarowicz Defense, Bonsdorf Variation	1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. a3 b6	['d2d4', 'g8f6', 'c2c4', 'e7e5', 'd4e5', 'f6e4', 'a2a3', 'b7b6']	15123	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: Budapest Defense', 'Indian Defense: Budapest Defense, Fajarowicz Variation']"	rnbqkb1r/p1pp1ppp/1p6/4P3/2P1n3/P7/1P2PPPP/RNBQKBNR w KQkq - 0 5	8	0	0	0	0	0	0	1.0187103616715636e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2262
B85	Sicilian Defense: Scheveningen Variation, Classical Main Line	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be2 a6 7. O-O Nf6 8. Be3 Be7 9. f4 d6 10. Qe1 O-O	['e2e4', 'c7c5', 'g1f3', 'e7e6', 'd2d4', 'c5d4', 'f3d4', 'b8c6', 'b1c3', 'd8c7', 'f1e2', 'a7a6', 'e1g1', 'g8f6', 'c1e3', 'f8e7', 'f2f4', 'd7d6', 'd1e1', 'e8g8']	15094	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: French Variation', 'Sicilian Defense: French Variation, Open', 'Sicilian Defense: Taimanov Variation', 'Sicilian Defense: Taimanov Variation, Normal Variation', 'Sicilian Defense: Taimanov Variation, Bastrikov Variation']"	r1b2rk1/1pq1bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R3QRK1 w - - 2 11	20	0	0	0	0	0	0	1.016756873574726e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2263
D45	Semi-Slav Defense: Rubinstein System	1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 Nf6 5. e3 Nbd7 6. Ne5	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c6', 'g1f3', 'g8f6', 'e2e3', 'b8d7', 'f3e5']	15079	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined"", ""Queen's Gambit Declined: Queen's Knight Variation"", 'Semi-Slav Defense: Accelerated Move Order']"	r1bqkb1r/pp1n1ppp/2p1pn2/3pN3/2PP4/2N1P3/PP3PPP/R1BQKB1R b KQkq - 2 6	11	0	0	0	0	0	0	1.0157464486970514e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2264
C67	Ruy Lopez: Open Berlin Defense, Showalter Variation	1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Ba4	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd2d4', 'e4d6', 'b5a4']	14745	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Ruy Lopez', 'Ruy Lopez: Berlin Defense', 'Ruy Lopez: Berlin Defense, Rio Gambit Accepted', ""Ruy Lopez: Berlin Defense, l'Hermet Variation""]"	r1bqkb1r/pppp1ppp/2nn4/4p3/B2P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 2 6	11	0	0	0	0	0	0	9.93247654754163e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2265
C45	Scotch Game: Romanishin Variation	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nb3 Bb4+	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'e5d4', 'f3d4', 'f8c5', 'd4b3', 'c5b4']	14689	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Scotch Game', 'Scotch Game: Classical Variation', 'Scotch Game: Potter Variation']"	r1bqk1nr/pppp1ppp/2n5/8/1b2P3/1N6/PPP2PPP/RNBQKB1R w KQkq - 3 6	10	0	0	0	0	0	0	9.89475401877511e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2266
B07	Pirc Defense: 150 Attack, Sveshnikov-Jansa Attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be3 c6 5. h3	['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'g7g6', 'c1e3', 'c7c6', 'h2h3']	14617	"[""King's Pawn Game"", 'Pirc Defense']"	rnbqkb1r/pp2pp1p/2pp1np1/8/3PP3/2N1B2P/PPP2PP1/R2QKBNR b KQkq - 0 5	9	0	0	0	0	0	0	9.846253624646727e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2267
C25	Vienna Gambit, with Max Lange Defense: Quelle Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 Bc5 4. fxe5 d6	['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f2f4', 'f8c5', 'f4e5', 'd7d6']	14346	"[""King's Pawn Game"", 'Vienna Game', 'Vienna Game: Max Lange Defense', 'Vienna Gambit, with Max Lange Defense']"	r1bqk1nr/ppp2ppp/2np4/2b1P3/4P3/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 5	8	0	0	0	0	0	0	9.663703530080177e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2268
C51	Italian Game: Evans Gambit Declined, Cordel Variation	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. Bb2	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b6', 'c1b2']	14307	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Italian Game', 'Italian Game: Giuoco Piano', 'Italian Game: Evans Gambit', 'Italian Game: Evans Gambit Declined']"	r1bqk1nr/pppp1ppp/1bn5/4p3/1PB1P3/5N2/PBPP1PPP/RN1QK2R b KQkq - 2 5	9	0	0	0	0	0	0	9.637432483260636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2269
B12	Caro-Kann Defense: Advance, Short Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. c3 e6 5. Be2	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'c2c3', 'e7e6', 'f1e2']	14297	"[""King's Pawn Game"", 'Caro-Kann Defense', 'Caro-Kann Defense: Advance Variation']"	rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/2P5/PP2BPPP/RNBQK1NR b KQkq - 1 5	9	0	0	0	0	0	0	9.630696317409471e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2270
E46	Nimzo-Indian Defense: Simagin Variation	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Ne2 d5 6. a3 Bd6	['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'g1e2', 'd7d5', 'a2a3', 'b4d6']	14270	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Nimzo-Indian Defense', 'Nimzo-Indian Defense: Normal Line', 'Nimzo-Indian Defense: Normal Variation', 'Nimzo-Indian Defense: Reshevsky Variation']"	rnbq1rk1/ppp2ppp/3bpn2/3p4/2PP4/P1N1P3/1P2NPPP/R1BQKB1R w KQ - 1 7	12	0	0	0	0	0	0	9.612508669611328e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2271
C64	Ruy Lopez: Classical Variation, Modern Main Line	1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5 5. c3 O-O 6. d4 Bb6 7. Bg5	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f8c5', 'c2c3', 'e8g8', 'd2d4', 'c5b6', 'c1g5']	14229	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Ruy Lopez', 'Ruy Lopez: Berlin Defense', 'Ruy Lopez: Berlin Defense, Beverwijk Variation', 'Ruy Lopez: Classical Variation, Zukertort Gambit', 'Ruy Lopez: Classical Defense, Benelux Variation']"	r1bq1rk1/pppp1ppp/1bn2n2/1B2p1B1/3PP3/2P2N2/PP3PPP/RN1Q1RK1 b - - 2 7	13	0	0	0	0	0	0	9.584890389621556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2272
C33	King's Gambit Accepted: Bishop's Gambit, Paulsen Attack	1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 Bb4 5. e5	['e2e4', 'e7e5', 'f2f4', 'e5f4', 'f1c4', 'g8f6', 'b1c3', 'f8b4', 'e4e5']	14197	"[""King's Pawn Game"", ""King's Gambit"", ""King's Gambit Accepted"", ""King's Gambit Accepted: Bishop's Gambit"", ""King's Gambit Accepted: Bishop's Gambit, Cozio Defense"", ""King's Gambit Accepted: Bishop's Gambit, Bogoljubov Variation""]"	rnbqk2r/pppp1ppp/5n2/4P3/1bB2p2/2N5/PPPP2PP/R1BQK1NR b KQkq - 0 5	9	0	0	0	0	0	0	9.56333465889783e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2273
B01	Scandinavian Defense: Portuguese Gambit, Elbow Variation	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ c6	['e2e4', 'd7d5', 'e4d5', 'g8f6', 'd2d4', 'c8g4', 'f1b5', 'c7c6']	14189	"[""King's Pawn Game"", 'Scandinavian Defense', 'Scandinavian Defense: Modern Variation', 'Scandinavian Defense: Portuguese Gambit']"	rn1qkb1r/pp2pppp/2p2n2/1B1P4/3P2b1/8/PPP2PPP/RNBQK1NR w KQkq - 0 5	8	0	0	0	0	0	0	9.557945726216898e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2274
A54	Old Indian Defense: Dus-Khotimirsky Variation	1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. e3 Nbd7 5. Bd3	['d2d4', 'g8f6', 'c2c4', 'd7d6', 'b1c3', 'e7e5', 'e2e3', 'b8d7', 'f1d3']	14184	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Old Indian Defense: Ukrainian Variation']"	r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2NBP3/PP3PPP/R1BQK1NR b KQkq - 2 5	9	0	0	0	0	0	0	9.554577643291317e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2275
B90	Sicilian Defense: Najdorf Variation, Dekker Gambit	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. g4	['e2e4', 'c7c5', 'g1f3', 'd7d6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'a7a6', 'g2g4']	14113	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Modern Variations', 'Sicilian Defense: Modern Variations, Main Line', 'Sicilian Defense: Najdorf Variation']"	rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq - 0 6	11	0	0	0	0	0	0	9.50675086574805e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2276
A00	Van Geet Opening: Liebig Gambit	1. Nc3 e5 2. e3 d5 3. Qh5 Nf6	['b1c3', 'e7e5', 'e2e3', 'd7d5', 'd1h5', 'g8f6']	14077	['Van Geet Opening', 'Van Geet Opening: Reversed Nimzowitsch']	rnbqkb1r/ppp2ppp/5n2/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq - 2 4	6	0	0	0	0	0	0	9.482500668683859e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2277
D33	Tarrasch Defense: Swedish Variation	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 c4	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'g1f3', 'b8c6', 'g2g3', 'c5c4']	14054	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined"", ""Queen's Gambit Declined: Queen's Knight Variation"", 'Tarrasch Defense', ""Queen's Gambit Declined: Tarrasch Defense"", 'Tarrasch Defense: Two Knights Variation', 'Tarrasch Defense: Rubinstein System']"	r1bqkbnr/pp3ppp/2n5/3p4/2pP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 0 7	12	0	0	0	0	0	0	9.467007487226181e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2278
C10	French Defense: Rubinstein Variation, Capablanca Line	1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Nxf6+ Nxf6 7. Ne5	['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'b8d7', 'g1f3', 'g8f6', 'e4f6', 'd7f6', 'f3e5']	14054	"[""King's Pawn Game"", 'French Defense', 'French Defense: Normal Variation', 'French Defense: Paulsen Variation', 'French Defense: Rubinstein Variation', 'French Defense: Rubinstein Variation, Blackburne Defense']"	r1bqkb1r/ppp2ppp/4pn2/4N3/3P4/8/PPP2PPP/R1BQKB1R b KQkq - 1 7	13	0	0	0	0	0	0	9.467007487226181e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2279
A40	Zaire Defense	1. d4 Nc6 2. d5 Nb8 3. e4 Nf6 4. e5 Ng8	['d2d4', 'b8c6', 'd4d5', 'c6b8', 'e2e4', 'g8f6', 'e4e5', 'f6g8']	14030	"[""Queen's Pawn Game"", 'Mikenas Defense', 'Montevideo Defense']"	rnbqkbnr/pppppppp/8/3PP3/8/8/PPP2PPP/RNBQKBNR w KQkq - 1 5	8	0	0	0	0	0	0	9.450840689183387e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2280
E23	Nimzo-Indian Defense: Spielmann Variation, Romanovsky Gambit	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6	['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1b3', 'c7c5', 'd4c5', 'b8c6']	14027	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Nimzo-Indian Defense', 'Nimzo-Indian Defense: Spielmann Variation']"	r1bqk2r/pp1p1ppp/2n1pn2/2P5/1bP5/1QN5/PP2PPPP/R1B1KBNR w KQkq - 1 6	10	0	0	0	0	0	0	9.448819839428038e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2281
